"","#","Name","Symbol","Market Cap","Price","Circulating Supply","Volume (24h)","% 1h","% 24h","% 7d"
"1138",1138,"OCN
                        Odyssey","OCN","?","$0.043876","?
                        
                        
                            *","$28,146,700","3.28%","41.02%","?"
"1139",1139,"SMT
                        SmartMesh","SMT","?","$0.118966","?
                        
                        
                            *","$23,595,800","1.34%","-2.18%","28.80%"
"1140",1140,"DTA
                        DATA","DTA","?","$0.047866","?
                        
                        
                            *","$22,107,500","0.32%","-10.94%","?"
"1141",1141,"OF
                        OFCOIN","OF","?","$0.004772","?
                        
                        
                            *","$21,562,300","2.80%","9.92%","?"
"1142",1142,"GNX
                        Genaro Network","GNX","?","$0.515837","?
                        
                        
                            *","$21,004,300","1.36%","-1.01%","8.92%"
"1143",1143,"SHOW
                        Show","SHOW","?","$0.009597","?
                        
                        
                            *","$14,026,300","5.73%","8.67%","15.69%"
"1144",1144,"BCD
                        Bitcoin Diamond","BCD","?","$18.45","?","$11,730,700","0.94%","-3.51%","-7.17%"
"1145",1145,"MEE
                        CoinMeet","MEE","?","$0.245762","?
                        
                        
                            *","$11,097,800","11.05%","?","?"
"1146",1146,"QBT
                        Qbao","QBT","?","$1.22","?
                        
                        
                            *","$10,972,900","0.27%","0.53%","6.68%"
"1147",1147,"DDD
                        Scry.info","DDD","?","$0.473669","?
                        
                        
                            *","$10,904,200","1.04%","6.44%","?"
"1148",1148,"WIC
                        WaykiChain","WIC","?","$0.521655","?
                        
                        
                            *","$10,151,400","2.91%","-1.86%","-2.58%"
"1149",1149,"YEE
                        Yee","YEE","?","$0.047492","?
                        
                        
                            *","$9,854,240","-1.96%","-10.35%","?"
"1150",1150,"LIGHT
                        LightChain","LIGHT","?","$0.006317","?
                        
                        
                            *","$8,573,030","5.65%","47.18%","?"
"1151",1151,"ZIL
                        Zilliqa","ZIL","?","$0.118354","?
                        
                        
                            *","$8,160,900","4.18%","?","?"
"1152",1152,"PUT
                        Profile Utili...","PUT","?","$2.16","?
                        
                        
                            *","$7,581,380","1.63%","-15.77%","87.68%"
"1153",1153,"LET
                        LinkEye","LET","?","$0.145322","?
                        
                        
                            *","$6,817,810","1.64%","-7.18%","?"
"1154",1154,"FOTA
                        Fortuna","FOTA","?","$0.206753","?
                        
                        
                            *","$6,724,720","1.21%","?","?"
"1155",1155,"REF
                        RefToken","REF","?","$35.75","?
                        
                        
                            *","$6,455,020","4.20%","710.02%","?"
"1156",1156,"VIU
                        Viuly","VIU","?","$0.054429","?
                        
                        
                            *","$6,381,560","0.82%","-7.43%","19.48%"
"1157",1157,"KCASH
                        Kcash","KCASH","?","$0.204125","?
                        
                        
                            *","$5,958,120","0.84%","7.51%","5.25%"
"1158",1158,"MOT
                        Olympus Labs","MOT","?","$1.25","?
                        
                        
                            *","$5,909,600","1.13%","0.06%","5.23%"
"1159",1159,"CHAT
                        ChatCoin","CHAT","?","$0.313319","?
                        
                        
                            *","$5,720,270","1.88%","-1.56%","?"
"1160",1160,"EKO
                        EchoLink","EKO","?","$0.188966","?
                        
                        
                            *","$5,309,720","2.13%","-10.70%","3.86%"
"1161",1161,"BCX
                        BitcoinX","BCX","?","$0.023606","?","$5,219,040","-0.56%","-7.95%","-40.99%"
"1162",1162,"C20
                        CRYPTO20","C20","?","$3.22","?
                        
                        
                            *","$5,040,520","1.58%","3.69%","?"
"1163",1163,"TRAC
                        OriginTrail","TRAC","?","$0.223556","?
                        
                        
                            *","$4,738,600","-2.33%","6.50%","?"
"1164",1164,"AAC
                        Acute Angle C...","AAC","?","$0.217949","?
                        
                        
                            *","$4,710,780","0.64%","-6.64%","?"
"1165",1165,"TRUE
                        True Chain","TRUE","?","$1.41","?
                        
                        
                            *","$4,513,550","3.60%","-7.50%","?"
"1166",1166,"RCT
                        RealChain","RCT","?","$0.129849","?
                        
                        
                            *","$4,058,910","2.98%","-2.96%","31.55%"
"1167",1167,"CV
                        carVertical","CV","?","$0.014287","?
                        
                        
                            *","$3,830,160","4.54%","12.96%","?"
"1168",1168,"FAIR
                        FairGame","FAIR","?","$0.068600","?
                        
                        
                            *","$3,824,810","-1.41%","-10.85%","34.02%"
"1169",1169,"AGI
                        SingularityNET","AGI","?","$0.691960","?
                        
                        
                            *","$3,814,730","-5.09%","1.99%","-34.02%"
"1170",1170,"BTO
                        Bottos","BTO","?","$0.264008","?
                        
                        
                            *","$3,392,880","2.52%","-0.45%","5.27%"
"1171",1171,"SSC
                        SelfSell","SSC","?","$0.134929","?
                        
                        
                            *","$3,111,450","4.31%","6.79%","?"
"1172",1172,"SBTC
                        Super Bitcoin","SBTC","?","$76.06","?","$3,077,070","1.22%","-20.21%","-7.20%"
"1173",1173,"TSL
                        Energo","TSL","?","$0.102662","?
                        
                        
                            *","$3,047,190","1.57%","-3.99%","-10.00%"
"1174",1174,"UGC
                        ugChain","UGC","?","$0.160738","?
                        
                        
                            *","$2,992,600","-0.55%","-13.41%","86.58%"
"1175",1175,"ADK
                        Aidos Kuneen","ADK","?","$48.51","?
                        
                        
                            *","$2,842,210","8.20%","-9.94%","-34.90%"
"1176",1176,"HOT
                        Hydro Protocol","HOT","?","$0.242700","?
                        
                        
                            *","$2,685,840","5.48%","6.43%","?"
"1177",1177,"HPY
                        Hyper Pay","HPY","?","$0.091866","?
                        
                        
                            *","$2,421,670","4.72%","1.94%","38.18%"
"1178",1178,"IDH
                        indaHash","IDH","?","$0.457021","?
                        
                        
                            *","$2,083,090","13.56%","-18.41%","?"
"1179",1179,"CMS
                        COMSA [ETH]","CMS","?","$1.41","?
                        
                        
                            *","$1,728,330","14.67%","-11.48%","-20.52%"
"1180",1180,"HAC
                        Hackspace Cap...","HAC","?","$0.064725","?
                        
                        
                            *","$1,717,090","3.72%","3.85%","3.22%"
"1181",1181,"IPC
                        IPChain","IPC","?","$1.44","?
                        
                        
                            *","$1,582,830","10.03%","19.04%","?"
"1182",1182,"BCA
                        Bitcoin Atom ...","BCA","?","$78.08","?","$1,484,160","9.85%","-8.93%","-86.47%"
"1183",1183,"MOF
                        Molecular Future","MOF","?","$0.349728","?
                        
                        
                            *","$1,442,810","3.23%","-5.43%","?"
"1184",1184,"IGNIS
                        Ignis","IGNIS","?","$0.452417","?
                        
                        
                            *","$1,382,390","1.04%","-4.21%","-19.68%"
"1185",1185,"HCC
                        Happy Creator...","HCC","?","$0.000549","?
                        
                        
                            *","$1,371,530","-6.07%","186.95%","37.99%"
"1186",1186,"LBTC
                        Lightning Bit...","LBTC","?","$185.77","?","$1,312,410","2.18%","5.60%","34.14%"
"1187",1187,"EKT
                        EDUCare","EKT","?","$0.109975","?
                        
                        
                            *","$1,218,220","1.81%","3.73%","?"
"1188",1188,"CMS
                        COMSA [XEM]","CMS","?","$1.47","?
                        
                        
                            *","$1,192,710","15.26%","-12.98%","-19.40%"
"1189",1189,"SPC
                        SpaceChain","SPC","?","$0.390380","?
                        
                        
                            *","$1,138,460","-0.98%","0.75%","3.09%"
"1190",1190,"B2X
                        SegWit2x","B2X","?","$17.55","?","$1,048,010","2.33%","-4.86%","-24.86%"
"1191",1191,"MOBI
                        Mobius","MOBI","?","$0.299675","?
                        
                        
                            *","$1,004,770","6.47%","12.40%","?"
"1192",1192,"AID
                        AidCoin","AID","?","$0.587001","?
                        
                        
                            *","$991,607","7.49%","-12.70%","?"
"1193",1193,"STC
                        StarChain","STC","?","$0.126072","?
                        
                        
                            *","$953,657","-2.43%","-4.42%","?"
"1194",1194,"UGT
                        UG Token","UGT","?","$0.996684","?
                        
                        
                            *","$944,325","1.06%","0.37%","-0.50%"
"1195",1195,"AIT
                        AICHAIN","AIT","?","$0.112060","?
                        
                        
                            *","$943,311","0.73%","-3.20%","-8.97%"
"1196",1196,"FRGC
                        Fargocoin","FRGC","?","$11.02","?","$941,485","0.01%","4.95%","9.45%"
"1197",1197,"READ
                        Read","READ","?","$0.058952","?
                        
                        
                            *","$913,007","2.02%","0.30%","?"
"1198",1198,"CFUN
                        CFun","CFUN","?","$0.051847","?
                        
                        
                            *","$906,617","2.69%","13.43%","19.09%"
"1199",1199,"QUBE
                        Qube","QUBE","?","$0.125847","?
                        
                        
                            *","$862,411","2.86%","-0.01%","39.86%"
"1200",1200,"PXS
                        Pundi X","PXS","?","$4.16","?
                        
                        
                            *","$839,802","1.95%","?","?"
"1201",1201,"REBL
                        Rebellious","REBL","?","$0.119263","?
                        
                        
                            *","$808,513","3.30%","-6.82%","-0.05%"
"1202",1202,"UIP
                        UnlimitedIP","UIP","?","$0.114234","?
                        
                        
                            *","$741,611","-0.82%","-12.44%","?"
"1203",1203,"IDT
                        InvestDigital","IDT","?","$0.134028","?
                        
                        
                            *","$651,151","0.97%","3.35%","44.89%"
"1204",1204,"XTZ
                        Tezos (Pre-La...","XTZ","?","$4.01","?
                        
                        
                            *","$619,678","1.12%","0.76%","-18.82%"
"1205",1205,"BAR
                        Titanium Bloc...","BAR","?","$2.14","?
                        
                        
                            *","$535,085","3.87%","1.45%","?"
"1206",1206,"MOAC
                        MOAC","MOAC","?","$16.36","?
                        
                        
                            *","$532,477","-2.69%","-2.39%","19.16%"
"1207",1207,"HBC
                        HomeBlockCoin","HBC","?","$2.21","?","$519,498","-0.68%","-12.74%","-44.87%"
"1208",1208,"UBTC
                        United Bitcoin","UBTC","?","$108.66","?","$500,890","-1.03%","1.63%","4.79%"
"1209",1209,"CAN
                        Content and A...","CAN","?","$0.065310","?
                        
                        
                            *","$497,960","1.36%","-8.19%","-10.11%"
"1210",1210,"AI
                        POLY AI","AI","?","$10.86","?
                        
                        
                            *","$460,929","1.96%","-5.07%","54.02%"
"1211",1211,"AXP
                        aXpire","AXP","?","$0.113312","?
                        
                        
                            *","$451,728","-9.45%","-28.62%","?"
"1212",1212,"EAG
                        EA Coin","EAG","?","$0.823781","?","$446,279","-2.09%","-2.34%","0.08%"
"1213",1213,"TCT
                        TokenClub","TCT","?","$0.048752","?
                        
                        
                            *","$420,824","6.01%","-4.13%","12.63%"
"1214",1214,"SHND
                        StrongHands","SHND","?","$0.000003","?","$407,096","-3.37%","-7.54%","1.66%"
"1215",1215,"EDT
                        EtherDelta Token","EDT","?","$0.064703","?
                        
                        
                            *","$378,588","0.67%","-0.33%","-11.18%"
"1216",1216,"BCDN
                        BlockCDN","BCDN","?","$0.137689","?
                        
                        
                            *","$370,484","6.18%","-10.30%","24.26%"
"1217",1217,"ATN
                        ATN","ATN","?","$1.09","?
                        
                        
                            *","$369,461","-2.16%","-0.88%","-5.38%"
"1218",1218,"IFC
                        Infinitecoin","IFC","?","$0.000259","?","$363,642","-0.25%","-17.40%","-18.36%"
"1219",1219,"BLT
                        Bitcoin Light...","BLT","?","$9.88","?","$355,903","-1.16%","10.22%","?"
"1220",1220,"CRPT
                        Crypterium","CRPT","?","$1.87","?
                        
                        
                            *","$340,962","7.20%","-22.00%","?"
"1221",1221,"BIG
                        BigONE Token","BIG","?","$6.49","?
                        
                        
                            *","$329,100","1.51%","-2.19%","7.31%"
"1222",1222,"BSR
                        BitSoar","BSR","?","$0.135219","?","$327,957","-2.54%","9.39%","-13.60%"
"1223",1223,"MDT
                        Measurable Da...","MDT","?","$0.366257","?
                        
                        
                            *","$302,326","1.84%","13.59%","16.38%"
"1224",1224,"AWR
                        AWARE","AWR","?","$0.046608","?
                        
                        
                            *","$289,870","3.24%","9.45%","-8.61%"
"1225",1225,"CL
                        Coinlancer","CL","?","$0.286034","?
                        
                        
                            *","$284,156","-5.73%","2.50%","-18.47%"
"1226",1226,"FIL
                        Filecoin [Fut...","FIL","?","$23.00","?","$280,853","-0.55%","-4.19%","-2.71%"
"1227",1227,"IPL
                        InsurePal","IPL","?","$0.298772","?
                        
                        
                            *","$271,924","3.36%","3.42%","2.76%"
"1228",1228,"MAG
                        Maggie","MAG","?","$0.053840","?
                        
                        
                            *","$219,094","0.16%","-0.77%","?"
"1229",1229,"NMS
                        Numus","NMS","?","$10.77","?
                        
                        
                            *","$212,678","-1.16%","4.59%","-48.13%"
"1230",1230,"XIN
                        Mixin","XIN","?","$1877.65","?
                        
                        
                            *","$206,928","0.97%","-1.08%","19.44%"
"1231",1231,"INF
                        InfChain","INF","?","$0.013763","?","$204,135","10.51%","2.29%","-4.01%"
"1232",1232,"SLT
                        Smartlands","SLT","?","$0.220134","?
                        
                        
                            *","$196,287","4.15%","?","?"
"1233",1233,"XSTC
                        Safe Trade Coin","XSTC","?","$0.002854","?
                        
                        
                            *","$189,522","-1.80%","-17.85%","-88.86%"
"1234",1234,"GAT
                        Gatcoin","GAT","?","$0.057371","?
                        
                        
                            *","$189,253","2.62%","-5.42%","?"
"1235",1235,"PLC
                        PlusCoin","PLC","?","$0.000843","?
                        
                        
                            *","$180,952","-6.09%","2.70%","-29.15%"
"1236",1236,"SIC
                        Swisscoin","SIC","?","$0.004390","?","$171,743","2.37%","17.06%","19.74%"
"1237",1237,"IDXM
                        IDEX Membership","IDXM","?","$8316.67","?
                        
                        
                            *","$165,867","-5.40%","11.80%","5.94%"
"1238",1238,"CLD
                        Cloud","CLD","?","$0.140435","?
                        
                        
                            *","$159,099","-17.47%","-25.56%","-45.76%"
"1239",1239,"DAV
                        DavorCoin","DAV","?","$61.48","?
                        
                        
                            *","$158,540","1.79%","-10.11%","-49.82%"
"1240",1240,"JIYO
                        Jiyo","JIYO","?","$0.071012","?","$153,810","1.97%","-0.95%","32.69%"
"1241",1241,"SEXC
                        ShareX","SEXC","?","$0.036614","?
                        
                        
                            *","$151,052","1.05%","-1.63%","?"
"1242",1242,"TOK
                        Tokugawa","TOK","?","$3.09","?
                        
                        
                            *","$147,099","-1.23%","-20.92%","-2.35%"
"1243",1243,"PRS
                        PressOne","PRS","?","$0.842420","?
                        
                        
                            *","$146,397","1.59%","4.53%","?"
"1244",1244,"XIN
                        Infinity Econ...","XIN","?","$0.017341","?
                        
                        
                            *","$143,231","1.94%","2.10%","-14.38%"
"1245",1245,"MGC
                        MergeCoin","MGC","?","$0.028756","?
                        
                        
                            *","$141,997","6.38%","116.95%","76.83%"
"1246",1246,"SWTC
                        Jingtum Tech","SWTC","?","$0.015987","?
                        
                        
                            *","$136,109","-0.06%","-0.67%","16.71%"
"1247",1247,"XID
                        Sphre AIR","XID","?","$0.410834","?
                        
                        
                            *","$134,750","2.09%","-7.91%","-5.37%"
"1248",1248,"SPK
                        Sparks","SPK","?","$8.77","?","$130,679","3.28%","-23.20%","?"
"1249",1249,"ARY
                        Block Array","ARY","?","$0.271715","?
                        
                        
                            *","$128,694","1.34%","-1.62%","?"
"1250",1250,"TBX
                        Tokenbox","TBX","?","$1.32","?
                        
                        
                            *","$128,540","7.28%","13.78%","?"
"1251",1251,"ARCT
                        ArbitrageCT","ARCT","?","$0.054687","?
                        
                        
                            *","$128,441","1.55%","-10.73%","63.78%"
"1252",1252,"VZT
                        Vezt","VZT","?","$0.369679","?
                        
                        
                            *","$127,669","1.13%","-4.06%","-48.98%"
"1253",1253,"CEFS
                        CryptopiaFeeS...","CEFS","?","$5422.99","?
                        
                        
                            *","$125,611","-1.69%","-4.32%","-17.71%"
"1254",1254,"BKX
                        Bankex","BKX","?","$1.72","?
                        
                        
                            *","$124,337","-1.80%","8.30%","-7.97%"
"1255",1255,"TOKC
                        TOKYO","TOKC","?","$0.012147","?
                        
                        
                            *","$115,306","9.20%","120.48%","-9.57%"
"1256",1256,"CLUB
                        ClubCoin","CLUB","?","$2.08","?
                        
                        
                            *","$108,643","2.10%","1.91%","-6.28%"
"1257",1257,"TMC
                        TimesCoin","TMC","?","$1.13","?
                        
                        
                            *","$99,195","3.41%","-5.64%","?"
"1258",1258,"KB3
                        B3Coin","KB3","?","$0.031171","?","$89,798","7.37%","-14.63%","-38.19%"
"1259",1259,"IC
                        Ignition","IC","?","$29.10","?","$86,094","-3.61%","-25.42%","11.32%"
"1260",1260,"SBC
                        StrikeBitClub","SBC","?","$0.146084","?","$83,807","3.43%","-8.50%","-26.75%"
"1261",1261,"WETH
                        WETH","WETH","?","$1046.23","?
                        
                        
                            *","$79,489","1.16%","2.48%","-0.16%"
"1262",1262,"HC
                        Harvest Maste...","HC","?","$2.48","?","$71,418","-3.06%","-6.60%","-40.86%"
"1263",1263,"MSD
                        MSD","MSD","?","$0.007240","?
                        
                        
                            *","$62,160","5.26%","10.98%","30.55%"
"1264",1264,"CSC
                        CasinoCoin","CSC","?","$0.002085","?","$59,899","10.75%","69.31%","348.42%"
"1265",1265,"WSX
                        WeAreSatoshi","WSX","?","$0.023268","?","$56,454","24.04%","-11.07%","9.94%"
"1266",1266,"GRX
                        GOLD Reward T...","GRX","?","$0.218834","?
                        
                        
                            *","$50,103","4.27%","-16.80%","-43.15%"
"1267",1267,"GBG
                        Golos Gold","GBG","?","$0.171656","?
                        
                        
                            *","$45,474","0.97%","-7.07%","-22.45%"
"1268",1268,"PRPS
                        Purpose","PRPS","?","$106.71","?
                        
                        
                            *","$44,498","1.03%","-4.56%","-8.04%"
"1269",1269,"GOD
                        Bitcoin God","GOD","?","$68.17","?
                        
                        
                            *","$41,531","-1.78%","-1.43%","-21.07%"
"1270",1270,"ORE
                        Galactrum","ORE","?","$8.79","?","$40,816","-0.99%","-13.98%","-43.77%"
"1271",1271,"ESC
                        Escroco","ESC","?","$1.21","?
                        
                        
                            *","$39,676","-2.12%","-0.68%","0.16%"
"1272",1272,"KZC
                        Kzcash","KZC","?","$5.71","?","$39,121","4.15%","-5.95%","-15.08%"
"1273",1273,"MVC
                        Maverick Chain","MVC","?","$0.113377","?
                        
                        
                            *","$38,745","4.10%","19.48%","-24.62%"
"1274",1274,"ZAP
                        Zap","ZAP","?","$0.367367","?
                        
                        
                            *","$37,091","3.28%","-3.54%","-37.27%"
"1275",1275,"HTML5
                        HTML5COIN","HTML5","?","$0.002744","?","$35,549","6.22%","5.17%","-3.54%"
"1276",1276,"GOLF
                        Golfcoin","GOLF","?","$0.000439","?","$34,651","-18.44%","-33.53%","-40.71%"
"1277",1277,"DUBI
                        Decentralized...","DUBI","?","$117.07","?
                        
                        
                            *","$34,634","0.68%","-3.32%","?"
"1278",1278,"TER
                        TerraNova","TER","?","$34.55","?","$34,210","2.81%","-4.05%","-41.89%"
"1279",1279,"BOS
                        BOScoin","BOS","?","$2.33","?
                        
                        
                            *","$33,003","8.06%","-9.96%","-40.43%"
"1280",1280,"GCS
                        GameChain System","GCS","?","$0.032098","?
                        
                        
                            *","$32,949","2.37%","-3.93%","-10.42%"
"1281",1281,"BTCA
                        Bitair","BTCA","?","$0.006631","?
                        
                        
                            *","$32,638","2.75%","2.66%","-5.91%"
"1282",1282,"ELC
                        Elacoin","ELC","?","$0.889238","?","$32,458","3.72%","62.07%","50.11%"
"1283",1283,"DIM
                        DIMCOIN","DIM","?","$0.017840","?
                        
                        
                            *","$30,096","9.82%","2.60%","-10.42%"
"1284",1284,"NOX
                        Nitro","NOX","?","$0.547567","?
                        
                        
                            *","$26,475","37.75%","-26.78%","-47.11%"
"1285",1285,"BTE
                        BitSerial","BTE","?","$0.350965","?
                        
                        
                            *","$24,617","3.76%","-6.53%","-62.09%"
"1286",1286,"MAGE
                        MagicCoin","MAGE","?","$1.85","?","$24,120","2.72%","-4.83%","-39.03%"
"1287",1287,"NAMO
                        NamoCoin","NAMO","?","$0.000768","?","$23,023","8.64%","491.83%","230.46%"
"1288",1288,"FFC
                        FireFlyCoin","FFC","?","$0.000768","?","$22,489","-2.02%","482.57%","160.01%"
"1289",1289,"CYDER
                        Cyder","CYDER","?","$0.014707","?
                        
                        
                            *","$21,338","4.42%","-11.98%","-59.62%"
"1290",1290,"GUESS
                        GUESS","GUESS","?","$0.173582","?
                        
                        
                            *","$20,920","-9.55%","-6.40%","?"
"1291",1291,"OX
                        OX Fina","OX","?","$0.001561","?
                        
                        
                            *","$20,907","6.72%","140.17%","45.57%"
"1292",1292,"DAY
                        Chronologic","DAY","?","$7.34","?
                        
                        
                            *","$20,160","-18.04%","15.82%","-5.59%"
"1293",1293,"BT2
                        BT2 [CST]","BT2","?","$88.01","?
                        
                        
                            *","$18,270","3.46%","-4.38%","?"
"1294",1294,"VASH
                        VPNCoin","VASH","?","$0.006366","?
                        
                        
                            *","$17,883","4.55%","14.17%","-1.75%"
"1295",1295,"XTD
                        XTD Coin","XTD","?","$0.000220","?","$17,801","1.94%","-6.38%","-14.84%"
"1296",1296,"SISA
                        SISA","SISA","?","$0.012418","?
                        
                        
                            *","$17,350","-17.87%","-37.01%","-47.46%"
"1297",1297,"PNX
                        Phantomx","PNX","?","$0.131706","?","$16,932","-6.95%","-13.84%","-49.25%"
"1298",1298,"XID
                        International...","XID","?","$0.004939","?","$15,974","1.94%","-1.16%","-1.83%"
"1299",1299,"THS
                        TechShares","THS","?","$0.544649","?
                        
                        
                            *","$15,469","1.92%","-1.82%","-29.89%"
"1300",1300,"ELITE
                        Ethereum Lite","ELITE","?","$0.439159","?
                        
                        
                            *","$14,802","5.80%","-3.53%","14.64%"
"1301",1301,"ANI
                        Animecoin","ANI","?","$0.002634","?","$14,232","6.41%","-6.57%","4.00%"
"1302",1302,"FUDD
                        DimonCoin","FUDD","?","$0.000001","?
                        
                        
                            *","$13,653","1.03%","0.48%","-58.26%"
"1303",1303,"PRN
                        Protean","PRN","?","$0.000109","?
                        
                        
                            *","$12,757","1.80%","-7.06%","-18.70%"
"1304",1304,"FDX
                        FidentiaX","FDX","?","$0.435596","?
                        
                        
                            *","$12,381","-7.19%","-3.77%","-41.35%"
"1305",1305,"LTG
                        LiteCoin Gold","LTG","?","$0.012849","?
                        
                        
                            *","$12,122","2.40%","0.71%","-29.77%"
"1306",1306,"ZENGOLD
                        ZenGold","ZENGOLD","?","$0.083405","?
                        
                        
                            *","$12,074","5.89%","21.69%","0.40%"
"1307",1307,"SIGMA
                        SIGMAcoin","SIGMA","?","$0.073229","?
                        
                        
                            *","$11,452","1.03%","0.48%","-1.48%"
"1308",1308,"PEC
                        Peacecoin","PEC","?","$0.019756","?
                        
                        
                            *","$11,162","7.64%","6.97%","-9.47%"
"1309",1309,"NEOG
                        NEO GOLD","NEOG","?","$0.026308","?
                        
                        
                            *","$9,598","1.61%","8.50%","-18.79%"
"1310",1310,"UTT
                        United Trader...","UTT","?","$1.03","?
                        
                        
                            *","$9,344","3.23%","2.45%","-8.58%"
"1311",1311,"EDRC
                        EDRCoin","EDRC","?","$0.181696","?
                        
                        
                            *","$9,274","2.50%","-1.22%","-4.33%"
"1312",1312,"TRIA
                        Triaconta","TRIA","?","$26.68","?
                        
                        
                            *","$8,101","1.06%","4.59%","19.55%"
"1313",1313,"BTCS
                        Bitcoin Silver","BTCS","?","$0.009415","?
                        
                        
                            *","$6,988","-14.73%","-10.35%","-18.80%"
"1314",1314,"STAR
                        Starbase","STAR","?","$0.178421","?
                        
                        
                            *","$6,729","1.05%","-0.21%","3.57%"
"1315",1315,"COR
                        CORION","COR","?","$0.417070","?
                        
                        
                            *","$6,575","2.01%","-5.24%","-11.47%"
"1316",1316,"SJCX
                        Storjcoin X","SJCX","?","$1.19","?
                        
                        
                            *","$6,520","0.01%","-15.23%","-18.70%"
"1317",1317,"GRN
                        Granite","GRN","?","$0.032707","?","$6,308","10.90%","19.95%","-5.67%"
"1318",1318,"ZSE
                        ZSEcoin","ZSE","?","$0.059265","?","$6,243","-0.04%","-24.65%","-9.81%"
"1319",1319,"MCI
                        Musiconomi","MCI","?","$0.143503","?
                        
                        
                            *","$6,100","-4.27%","-6.86%","5.69%"
"1320",1320,"FONZ
                        Fonziecoin","FONZ","?","$0.002854","?
                        
                        
                            *","$5,771","-9.64%","-25.70%","-27.68%"
"1321",1321,"RUPX
                        Rupaya [OLD]","RUPX","?","$0.005927","?","$5,620","1.97%","-9.58%","-1.76%"
"1322",1322,"ABC
                        Alphabit","ABC","?","$146.60","?
                        
                        
                            *","$5,395","2.99%","0.40%","4.75%"
"1323",1323,"SAK
                        Sharkcoin","SAK","?","$0.006585","?","$5,149","3.67%","-25.80%","-1.68%"
"1324",1324,"FAZZ
                        Fazzcoin","FAZZ","?","$0.148232","?
                        
                        
                            *","$4,937","3.52%","-11.21%","6.03%"
"1325",1325,"TCOIN
                        T-coin","TCOIN","?","$0.000329","?","$4,811","25.39%","-3.26%","-29.24%"
"1326",1326,"DEUS
                        DeusCoin","DEUS","?","$0.222364","?","$4,618","14.78%","22.58%","15.43%"
"1327",1327,"SKR
                        Sakuracoin","SKR","?","$0.009988","?","$4,584","20.48%","-3.33%","-2.93%"
"1328",1328,"MTX
                        Matryx","MTX","?","$0.941510","?
                        
                        
                            *","$4,577","1.03%","9.11%","-9.60%"
"1329",1329,"NTC
                        Natcoin","NTC","?","$0.034743","?
                        
                        
                            *","$4,576","-56.54%","0.50%","-24.33%"
"1330",1330,"PLX
                        PlexCoin","PLX","?","$0.032153","?
                        
                        
                            *","$4,428","2.96%","-15.91%","-24.34%"
"1331",1331,"LDCN
                        LandCoin","LDCN","?","$0.009268","?
                        
                        
                            *","$4,327","1.20%","13.84%","-54.51%"
"1332",1332,"INDIA
                        India Coin","INDIA","?","$0.001756","?
                        
                        
                            *","$4,295","1.94%","-7.57%","-48.46%"
"1333",1333,"IBTC
                        iBTC","IBTC","?","$0.004708","?
                        
                        
                            *","$4,219","1.03%","0.47%","-45.49%"
"1334",1334,"AKY
                        Akuya Coin","AKY","?","$0.046427","?","$4,198","7.84%","4.46%","23.43%"
"1335",1335,"SKULL
                        Pirate Blocks","SKULL","?","$0.008483","?","$3,931","0.02%","-5.36%","98.01%"
"1336",1336,"MCR
                        Macro","MCR","?","$0.727019","?
                        
                        
                            *","$3,897","-11.97%","-12.79%","-19.30%"
"1337",1337,"BXC
                        Bitcedi","BXC","?","$0.044012","?","$3,885","0.94%","-8.61%","20.39%"
"1338",1338,"PCN
                        PeepCoin","PCN","?","$0.000031","?
                        
                        
                            *","$3,836","5.36%","7.54%","-21.72%"
"1339",1339,"FRN
                        Francs","FRN","?","$0.092040","?","$3,620","-0.47%","-8.64%","-25.40%"
"1340",1340,"RCN
                        Rcoin","RCN","?","$0.000110","?","$3,577","2.01%","-25.25%","-15.87%"
"1341",1341,"FAP
                        FAPcoin","FAP","?","$0.005884","?
                        
                        
                            *","$3,566","1.96%","-9.70%","-47.71%"
"1342",1342,"MARX
                        MarxCoin","MARX","?","$0.003851","?","$3,530","-3.72%","-27.68%","-18.38%"
"1343",1343,"VULC
                        Vulcano","VULC","?","$0.008451","?","$3,339","1.97%","-14.96%","-7.07%"
"1344",1344,"TODAY
                        TodayCoin","TODAY","?","$0.001427","?","$3,195","-4.19%","-25.36%","-82.02%"
"1345",1345,"BEST
                        BestChain","BEST","?","$0.018322","?","$3,141","32.22%","6.23%","-5.02%"
"1346",1346,"NUMUS
                        NumusCash","NUMUS","?","$0.000439","?
                        
                        
                            *","$3,123","1.97%","-26.50%","-57.28%"
"1347",1347,"SCT
                        Soma","SCT","?","$0.212363","?
                        
                        
                            *","$3,110","1.39%","-32.09%","-37.72%"
"1348",1348,"FLAP
                        FlappyCoin","FLAP","?","$0.000067","?","$3,107","2.02%","295.46%","-19.80%"
"1349",1349,"SFE
                        SafeCoin","SFE","?","$0.000220","?","$3,002","-4.81%","-12.86%","-31.43%"
"1350",1350,"GMX
                        GoldMaxCoin","GMX","?","$0.005529","?
                        
                        
                            *","$2,989","1.81%","-10.05%","-81.56%"
"1351",1351,"GLS
                        GlassCoin","GLS","?","$0.352973","?","$2,958","-1.52%","-18.75%","-15.05%"
"1352",1352,"HDLB
                        HODL Bucks","HDLB","?","$0.275925","?
                        
                        
                            *","$2,914","8.13%","4.55%","3.46%"
"1353",1353,"XOT
                        Internet of T...","XOT","?","$1094.26","?
                        
                        
                            *","$2,805","2.01%","-9.09%","?"
